close,high,low,open,timestamp,volume
30591,30594,30581,30582,1688236200,0.09340014
30594,30598,30587,30594,1688236500,0.20644919
30597,30598,30590,30591,1688236800,0.34012212
30609,30614,30598,30598,1688237100,0.50751468
30612,30612,30611,30611,1688237400,0.23870863
30612,30615,30612,30615,1688237700,0.10042862
30607,30615,30607,30615,1688238000,3.23570292
30613,30619,30611,30615,1688238300,11.08712551
30604,30615,30603,30613,1688238600,0.20938289
30607,30607,30602,30605,1688238900,0.73359322
30613,30613,30604,30606,1688239200,1.00122374
30630,30630,30611,30611,1688239500,31.82395085
30629,30633,30614,30630,1688239800,1.81262266
30600,30628,30600,30628,1688240100,0.85891413
30603,30608,30600,30600,1688240400,0.63129022
30606,30608,30602,30606,1688240700,0.13394260
30601,30607,30601,30606,1688241000,0.15108162
30617,30623,30605,30606,1688241300,0.52512360
30610,30616,30609,30616,1688241600,0.41827162
30596,30611,30595,30611,1688241900,0.55121670
30601,30602,30596,30596,1688242200,0.06963373
30608,30608,30601,30601,1688242500,0.18759236
30616,30616,30608,30608,1688242800,0.16297493
30615,30618,30612,30616,1688243100,0.47646403
30605,30614,30602,30613,1688243400,0.22401312
30599,30605,30598,30603,1688243700,0.17733871
30600,30602,30598,30599,1688244000,0.11241103
30588,30603,30588,30599,1688244300,0.44015221
30598,30598,30588,30588,1688244600,0.18722745
30585,30598,30580,30598,1688244900,0.28456035
30592,30592,30583,30587,1688245200,1.33669971
30579,30591,30578,30591,1688245500,0.29542760
30605,30605,30582,30582,1688245800,0.06984082
30591,30604,30591,30603,1688246100,0.40182775
30593,30594,30589,30589,1688246400,0.03725202
30593,30593,30590,30592,1688246700,0.13416184
30595,30596,30589,30593,1688247000,0.35169471
30589,30595,30589,30595,1688247300,0.15676926
30588,30596,30588,30595,1688247600,0.35930455
30591,30592,30583,30592,1688247900,0.81067486
30596,30597,30590,30590,1688248200,0.27998411
30593,30597,30593,30596,1688248500,3.65810570
30594,30602,30593,30593,1688248800,3.34765057
30602,30608,30593,30594,1688249100,18.76315988
30604,30608,30594,30601,1688249400,4.53168466
30599,30606,30593,30604,1688249700,6.39442747
30603,30613,30599,30599,1688250000,7.63653483
30612,30617,30603,30603,1688250300,4.95296577
30598,30613,30587,30613,1688250600,0.78678094
30566,30593,30566,30593,1688250900,17.78248237
30575,30582,30565,30575,1688251200,2.45515849
30570,30576,30558,30576,1688251500,3.50616633
30585,30585,30571,30571,1688251800,2.33997109
30584,30589,30570,30582,1688252100,5.64437526
30604,30607,30585,30585,1688252400,2.19239426
30592,30604,30592,30604,1688252700,1.37642865
30579,30592,30577,30592,1688253000,0.45141586
30579,30583,30567,30583,1688253300,0.32040095
30583,30584,30578,30579,1688253600,0.11340985
30584,30589,30573,30582,1688253900,0.45335535
30578,30583,30577,30583,1688254200,0.86926933
30574,30579,30572,30579,1688254500,0.26532273
30571,30581,30571,30581,1688254800,0.18674947
30578,30580,30571,30571,1688255100,0.64949532
30591,30594,30585,30585,1688255400,0.30536235
30592,30595,30592,30594,1688255700,0.05386297
